rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2013-11-08,,Radford,REG (Non-Conf),W,76,54,,24,48,0.5,5,9,0.556,19,39,0.487,0.552,23,29,0.793,9,32,41,12,9,4,16,21,20,60,0.333,5,21,0.238,15,39,.385,0.375,9,21,0.429,11,17,28,11,8,3,13,27,1,1,0,george-washington,2014
2,2,2013-11-12,,Maine,REG (Non-Conf),W,108,81,,38,70,0.543,11,28,0.393,27,42,0.643,0.621,21,28,0.75,16,31,47,21,3,9,13,19,32,74,0.432,5,19,0.263,27,55,.491,0.466,12,24,0.5,15,21,36,14,11,2,11,24,1,1,0,george-washington,2014
3,3,2013-11-16,@,Manhattan,REG (Non-Conf),W,80,74,,25,53,0.472,6,15,0.4,19,38,0.5,0.528,24,39,0.615,12,25,37,14,8,6,15,21,23,57,0.404,9,30,0.3,14,27,.519,0.482,19,26,0.731,9,19,28,14,8,4,12,27,1,1,0,george-washington,2014
4,4,2013-11-19,,Delaware State,REG (Non-Conf),W,94,50,,35,58,0.603,10,17,0.588,25,41,0.61,0.69,14,19,0.737,11,27,38,25,11,6,12,20,17,51,0.333,4,15,0.267,13,36,.361,0.373,12,20,0.6,7,15,22,13,6,5,15,15,1,1,0,george-washington,2014
5,5,2013-11-28,N,Miami (FL),REG (Non-Conf),W,71,63,OT,29,61,0.475,8,16,0.5,21,45,0.467,0.541,5,9,0.556,6,24,30,10,7,5,6,16,21,58,0.362,6,17,0.353,15,41,.366,0.414,15,17,0.882,10,25,35,9,5,6,12,15,1,1,0,george-washington,2014
6,6,2013-11-29,N,Marquette,REG (Non-Conf),L,60,76,,20,60,0.333,4,19,0.211,16,41,0.39,0.367,16,26,0.615,13,17,30,10,4,9,7,18,26,58,0.448,8,15,0.533,18,43,.419,0.517,16,20,0.8,12,28,40,17,2,4,11,20,0,1,0,george-washington,2014
7,7,2013-12-01,N,Creighton,REG (Non-Conf),W,60,53,,24,61,0.393,4,9,0.444,20,52,0.385,0.426,8,12,0.667,10,21,31,15,6,6,10,11,19,56,0.339,7,25,0.28,12,31,.387,0.402,8,10,0.8,10,25,35,9,2,4,13,17,1,1,0,george-washington,2014
8,8,2013-12-04,,Rutgers,REG (Non-Conf),W,93,87,,30,57,0.526,6,12,0.5,24,45,0.533,0.579,27,37,0.73,12,18,30,20,7,3,11,17,31,61,0.508,13,27,0.481,18,34,.529,0.615,12,14,0.857,11,15,26,15,2,4,15,28,1,1,0,george-washington,2014
9,9,2013-12-08,N,Maryland,REG (Non-Conf),W,77,75,,24,54,0.444,3,10,0.3,21,44,0.477,0.472,26,33,0.788,12,25,37,15,10,3,19,23,25,64,0.391,5,19,0.263,20,45,.444,0.43,20,26,0.769,16,17,33,7,11,5,17,24,1,1,0,george-washington,2014
10,10,2013-12-11,,Boston University,REG (Non-Conf),W,70,60,,21,53,0.396,6,13,0.462,15,40,0.375,0.453,22,31,0.71,11,27,38,12,7,7,12,11,22,56,0.393,11,27,0.407,11,29,.379,0.491,5,8,0.625,5,22,27,11,5,2,16,24,1,1,0,george-washington,2014
