rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2024-11-06,,Alcorn State,REG (Non-Conf),W,101,46,,37,72,0.514,12,31,0.387,25,41,0.61,0.597,15,18,0.833,15,30,45,28,11,5,9,14,16,55,0.291,7,21,0.333,9,34,.265,0.355,7,11,0.636,9,15,24,7,8,4,17,15,1,1,0,utah-state,2025
2,2,2024-11-09,,Charlotte,REG (Non-Conf),W,103,74,,38,66,0.576,7,22,0.318,31,44,0.705,0.629,20,27,0.741,15,20,35,24,12,3,7,21,25,52,0.481,8,22,0.364,17,30,.567,0.558,16,22,0.727,8,14,22,12,2,0,17,23,1,1,0,utah-state,2025
3,3,2024-11-13,,Westminster (UT),REG (Non-Conf),W,117,53,,42,66,0.636,17,31,0.548,25,35,0.714,0.765,16,22,0.727,10,26,36,28,16,1,9,16,21,60,0.35,6,15,0.4,15,45,.333,0.4,5,8,0.625,12,14,26,17,3,2,21,16,1,1,0,utah-state,2025
4,4,2024-11-18,,Montana,REG (Non-Conf),W,95,83,,29,58,0.5,9,20,0.45,20,38,0.526,0.578,28,36,0.778,10,21,31,9,11,3,12,22,32,62,0.516,8,24,0.333,24,38,.632,0.581,11,20,0.55,12,20,32,15,6,7,18,22,1,1,0,utah-state,2025
5,5,2024-11-22,N,Iowa,REG (Non-Conf),W,77,69,,30,65,0.462,7,21,0.333,23,44,0.523,0.515,10,16,0.625,13,32,45,17,13,6,18,20,28,64,0.438,5,26,0.192,23,38,.605,0.477,8,16,0.5,6,20,26,19,11,8,16,18,1,1,0,utah-state,2025
6,6,2024-11-28,N,St. Bonaventure,NIT,W,72,67,,22,64,0.344,6,28,0.214,16,36,0.444,0.391,22,28,0.786,16,26,42,14,7,3,8,12,26,61,0.426,6,21,0.286,20,40,.500,0.475,9,15,0.6,10,28,38,9,6,8,10,20,1,0,0,utah-state,2025
7,7,2024-11-29,N,North Texas,NIT,W,61,57,,20,46,0.435,6,17,0.353,14,29,0.483,0.5,15,21,0.714,7,27,34,9,6,1,16,8,22,61,0.361,7,30,0.233,15,31,.484,0.418,6,9,0.667,10,17,27,11,12,5,9,17,1,0,0,utah-state,2025
8,8,2024-12-04,,Wyoming,REG (Conf),W,70,67,,23,56,0.411,5,17,0.294,18,39,0.462,0.455,19,26,0.731,9,15,24,9,5,2,8,13,24,48,0.5,12,26,0.462,12,22,.545,0.625,7,9,0.778,2,21,23,15,5,4,9,21,1,1,0,utah-state,2025
9,9,2024-12-07,,Utah Tech,REG (Non-Conf),W,92,62,,32,65,0.492,8,29,0.276,24,36,0.667,0.554,20,26,0.769,11,28,39,19,8,6,13,16,25,61,0.41,8,31,0.258,17,30,.567,0.475,4,11,0.364,8,19,27,20,6,2,14,21,1,1,0,utah-state,2025
10,10,2024-12-14,,South Florida,REG (Non-Conf),W,88,67,,32,64,0.5,6,23,0.261,26,41,0.634,0.547,18,21,0.857,11,16,27,27,12,3,11,15,24,52,0.462,7,19,0.368,17,33,.515,0.529,12,15,0.8,10,18,28,14,8,3,21,18,1,1,0,utah-state,2025
