player_id,player_name,ppg,team_abbrev,year
ian-clark-1,Ian Clark,18.2,belmont,2013
kerron-johnson-1,Kerron Johnson,14.0,belmont,2013
trevor-noack-1,Trevor Noack,12.1,belmont,2013
jj-mann-1,J.J. Mann,10.5,belmont,2013
blake-jenkins-1,Blake Jenkins,9.6,belmont,2013
reece-chamberlain-1,Reece Chamberlain,3.6,belmont,2013
brandon-baker-1,Brandon Baker,3.3,belmont,2013
craig-bradshaw-2,Craig Bradshaw,2.2,belmont,2013
spencer-turner-1,Spencer Turner,1.3,belmont,2013
chad-lang-1,Chad Lang,1.1,belmont,2013
adam-barnes-1,Adam Barnes,1.0,belmont,2013
jeff-laidig-1,Jeff Laidig,0.9,belmont,2013
holden-mobley-1,Holden Mobley,0.8,belmont,2013
