player_id,player_name,ppg,team_abbrev,year
romero-osby-1,Romero Osby,16.0,oklahoma,2013
steven-pledger-1,Steven Pledger,11.6,oklahoma,2013
amath-mbaye-1,Amath M'Baye,10.1,oklahoma,2013
buddy-hield-1,Buddy Hield,7.8,oklahoma,2013
cameron-clark-1,Cameron Clark,6.5,oklahoma,2013
andrew-fitzgerald-1,Andrew Fitzgerald,5.7,oklahoma,2013
jelon-hornbeak-1,Je'lon Hornbeak,5.6,oklahoma,2013
sam-grooms-1,Sam Grooms,5.0,oklahoma,2013
isaiah-cousins-1,Isaiah Cousins,2.7,oklahoma,2013
tyler-neal-1,Tyler Neal,1.1,oklahoma,2013
casey-arent-1,Casey Arent,0.7,oklahoma,2013
james-fraschilla-1,James Fraschilla,0.2,oklahoma,2013
cj-cole-1,C.J. Cole,0.0,oklahoma,2013
