rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,1,1,2010-11-12,Indiana State,N,Texas–Pan American,REG (Non-Conf),W 69-46,*,21,3,5,0.6,0,0,3,5,0.6,0.6,1,2,0.5,0,5,5,0,0,1,1,3,7,4.3,N,1,1,myles-walker-1,Myles Walker,2011
2,2,2,2010-11-13,Indiana State,@,Loyola Chicago,REG (Non-Conf),L 74-86,*,26,5,8,0.625,0,0,5,8,0.625,0.625,2,2,1.0,3,2,5,1,0,2,0,2,12,12.4,A,0,1,myles-walker-1,Myles Walker,2011
3,3,3,2010-11-14,Indiana State,N,Eastern Kentucky,REG (Non-Conf),L 59-64 (OT),*,27,3,8,0.375,0,0,3,8,0.375,0.375,3,7,0.429,5,5,10,0,0,4,0,2,9,10.0,N,0,1,myles-walker-1,Myles Walker,2011
4,4,4,2010-11-17,Indiana State,@,Ball State,REG (Non-Conf),L 60-75,*,16,3,7,0.429,0,0,3,7,0.429,0.429,0,0,,3,2,5,0,0,0,3,5,6,0.0,A,0,1,myles-walker-1,Myles Walker,2011
5,5,5,2010-11-20,Indiana State,@,Oral Roberts,REG (Non-Conf),W 74-69,*,17,2,5,0.4,0,0,2,5,0.4,0.4,0,2,0.0,1,4,5,1,0,2,0,3,4,3.3,A,1,1,myles-walker-1,Myles Walker,2011
6,6,6,2010-11-27,Indiana State,,Buffalo,REG (Non-Conf),W 58-54,*,33,3,10,0.3,0,0,3,10,0.3,0.3,3,7,0.429,3,4,7,0,3,1,4,2,9,3.8,H,1,1,myles-walker-1,Myles Walker,2011
7,7,7,2010-11-30,Indiana State,@,Notre Dame,REG (Non-Conf),L 72-81,*,29,5,10,0.5,0,0,5,10,0.5,0.5,0,0,,0,0,0,2,1,1,1,3,10,5.9,A,0,1,myles-walker-1,Myles Walker,2011
8,8,8,2010-12-04,Indiana State,@,Wyoming,REG (Non-Conf),L 51-81,*,26,3,9,0.333,0,0,3,9,0.333,0.333,0,1,0.0,5,4,9,0,0,1,2,4,6,2.3,A,0,1,myles-walker-1,Myles Walker,2011
9,9,9,2010-12-08,Indiana State,,DePaul,REG (Non-Conf),W 73-51,*,30,3,6,0.5,0,0,3,6,0.5,0.5,0,0,,1,4,5,0,1,2,0,3,6,6.1,H,1,1,myles-walker-1,Myles Walker,2011
10,10,10,2010-12-12,Indiana State,,Oakland City,REG (Non-Conf),W 86-42,*,19,3,5,0.6,0,0,3,5,0.6,0.6,0,0,,3,3,6,0,2,1,3,0,6,6.4,H,1,1,myles-walker-1,Myles Walker,2011
