player_id,player_name,ppg,team_abbrev,year
isaiah-miller-1,Isaiah Miller,19.2,north-carolina-greensboro,2021
keyshaun-langley-1,Keyshaun Langley,10.0,north-carolina-greensboro,2021
kaleb-hunter-1,Kaleb Hunter,8.6,north-carolina-greensboro,2021
angelo-allegri-1,Angelo Allegri,7.8,north-carolina-greensboro,2021
hayden-koval-1,Hayden Koval,7.0,north-carolina-greensboro,2021
mohammed-abdulsalam-1,Mohammed Abdulsalam,6.6,north-carolina-greensboro,2021
aj-mcginnis-1,A.J. McGinnis,6.0,north-carolina-greensboro,2021
khyre-thompson-1,Khyre Thompson,3.7,north-carolina-greensboro,2021
jarrett-hensley-1,Jarrett Hensley,1.8,north-carolina-greensboro,2021
dericko-williams-1,Dericko Williams,1.7,north-carolina-greensboro,2021
kobe-langley-1,Kobe Langley,1.7,north-carolina-greensboro,2021
bas-leyte-1,Bas Leyte,1.3,north-carolina-greensboro,2021
jc-tharrington-1,J.C. Tharrington,0.0,north-carolina-greensboro,2021
reggie-raynor-1,Reggie Raynor,0.0,north-carolina-greensboro,2021
ryan-tankelewicz-1,Ryan Tankelewicz,0.0,north-carolina-greensboro,2021
