player_id,player_name,ppg,team_abbrev,year
jordan-burns-1,Jordan Burns,16.8,colgate,2021
jack-ferguson-1,Jack Ferguson,12.5,colgate,2021
nelly-cummings-1,Nelly Cummings,12.4,colgate,2021
tucker-richardson-1,Tucker Richardson,11.6,colgate,2021
keegan-records-1,Keegan Records,9.1,colgate,2021
jeff-woodward-1,Jeff Woodward,8.0,colgate,2021
ryan-moffatt-1,Ryan Moffatt,5.3,colgate,2021
oliver-lynch-daniels-1,Oliver Lynch-Daniels,3.7,colgate,2021
sam-thomson-1,Sam Thomson,2.6,colgate,2021
alex-capitano-1,Alex Capitano,2.5,colgate,2021
david-maynard-1,David Maynard,2.3,colgate,2021
nicholas-evtimov-1,Nicholas Evtimov,2.0,colgate,2021
zach-light-1,Zach Light,1.2,colgate,2021
blake-henry-1,Blake Henry,0.0,colgate,2021
