rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2017-11-10,,Northern Arizona,REG (Non-Conf),W,101,67,,34,57,0.596,5,13,0.385,29,44,0.659,0.64,28,32,0.875,10,30,40,21,6,6,11,23,23,58,0.397,4,13,0.308,19,45,.422,0.431,17,30,0.567,9,10,19,11,3,1,11,24,1,1,0,arizona,2018
2,2,2017-11-12,,UMBC,REG (Non-Conf),W,103,78,,39,64,0.609,15,28,0.536,24,36,0.667,0.727,10,14,0.714,9,32,41,25,8,6,13,16,26,62,0.419,14,28,0.5,12,34,.353,0.532,12,16,0.75,6,16,22,14,6,0,10,15,1,1,0,arizona,2018
3,3,2017-11-16,,Cal State Bakersfield,REG (Non-Conf),W,91,59,,27,49,0.551,9,16,0.563,18,33,0.545,0.643,28,36,0.778,6,27,33,14,8,4,13,19,24,61,0.393,1,16,0.063,23,45,.511,0.402,10,21,0.476,10,16,26,7,7,1,16,23,1,1,0,arizona,2018
4,4,2017-11-22,N,NC State,REG (Non-Conf),L,84,90,,29,62,0.468,2,17,0.118,27,45,0.6,0.484,24,35,0.686,14,23,37,13,5,4,8,22,27,55,0.491,8,20,0.4,19,35,.543,0.564,28,35,0.8,6,24,30,17,4,4,10,26,0,1,0,arizona,2018
5,5,2017-11-23,N,SMU,REG (Non-Conf),L,60,66,,22,47,0.468,5,20,0.25,17,27,0.63,0.521,11,19,0.579,10,31,41,11,1,7,19,20,22,70,0.314,8,22,0.364,14,48,.292,0.371,14,19,0.737,18,15,33,14,10,5,6,21,0,1,0,arizona,2018
6,6,2017-11-24,N,Purdue,REG (Non-Conf),L,64,89,,25,59,0.424,3,17,0.176,22,42,0.524,0.449,11,16,0.688,6,16,22,13,4,3,11,20,31,54,0.574,11,22,0.5,20,32,.625,0.676,16,21,0.762,6,26,32,19,6,7,14,19,0,1,0,arizona,2018
7,7,2017-11-29,,Long Beach State,REG (Non-Conf),W,91,56,,36,60,0.6,12,22,0.545,24,38,0.632,0.7,7,10,0.7,6,27,33,18,9,2,12,16,21,51,0.412,6,20,0.3,15,31,.484,0.471,8,17,0.471,6,18,24,12,6,2,18,15,1,1,0,arizona,2018
8,8,2017-12-02,@,UNLV,REG (Non-Conf),W,91,88,OT,35,75,0.467,6,18,0.333,29,57,0.509,0.507,15,17,0.882,11,20,31,11,7,7,14,22,33,62,0.532,3,13,0.231,30,49,.612,0.556,19,26,0.731,8,26,34,19,8,6,17,19,1,1,0,arizona,2018
9,9,2017-12-05,N,Texas A&M,REG (Non-Conf),W,67,64,,20,47,0.426,7,22,0.318,13,25,0.52,0.5,20,24,0.833,3,24,27,14,4,4,11,15,26,57,0.456,5,14,0.357,21,43,.488,0.5,7,10,0.7,4,20,24,13,10,5,11,21,1,1,0,arizona,2018
10,10,2017-12-09,,Alabama,REG (Non-Conf),W,88,82,,29,56,0.518,8,16,0.5,21,40,0.525,0.589,22,35,0.629,12,29,41,17,2,3,12,21,24,62,0.387,10,24,0.417,14,38,.368,0.468,24,28,0.857,6,20,26,15,5,2,8,27,1,1,0,arizona,2018
