rk,game_num,date,Unnamed: 3_level_1,opponent,game_type,result,pts,pts_opp,Score_OT,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,win,is_regular_season,is_ncaa_tourney,team_abbrev,year
1,1,2017-11-10,,Siena,REG (Non-Conf),W,68,60,OT,23,70,0.329,5,25,0.2,18,45,0.4,0.364,17,26,0.654,9,26,35,10,7,4,6,16,23,60,0.383,4,14,0.286,19,46,.413,0.417,10,14,0.714,9,35,44,9,3,8,24,25,1,1,0,college-of-charleston,2018
2,2,2017-11-13,@,Wichita State,REG (Non-Conf),L,63,81,,19,51,0.373,5,20,0.25,14,31,0.452,0.422,20,29,0.69,3,19,22,4,5,4,10,16,28,58,0.483,7,21,0.333,21,37,.568,0.543,18,22,0.818,10,32,42,17,3,3,11,22,0,1,0,college-of-charleston,2018
3,3,2017-11-18,@,Charlotte,REG (Non-Conf),W,81,72,,29,58,0.5,10,22,0.455,19,36,0.528,0.586,13,15,0.867,6,25,31,8,8,7,16,22,27,62,0.435,5,12,0.417,22,50,.440,0.476,13,19,0.684,10,23,33,10,6,3,17,19,1,1,0,college-of-charleston,2018
4,4,2017-11-22,N,Cal Poly,REG (Non-Conf),L,68,73,,24,57,0.421,11,26,0.423,13,31,0.419,0.518,9,10,0.9,7,21,28,17,6,4,14,13,24,56,0.429,14,25,0.56,10,31,.323,0.554,11,11,1.0,6,23,29,17,7,4,13,10,0,1,0,college-of-charleston,2018
5,5,2017-11-23,N,Sam Houston State,REG (Non-Conf),W,59,49,,19,54,0.352,8,28,0.286,11,26,0.423,0.426,13,21,0.619,10,22,32,15,5,5,9,16,18,58,0.31,9,25,0.36,9,33,.273,0.388,4,5,0.8,11,27,38,13,4,6,15,20,1,1,0,college-of-charleston,2018
6,6,2017-11-25,N,Ak. Anchorage,REG (Non-Conf),W,55,46,,19,52,0.365,6,24,0.25,13,28,0.464,0.423,11,16,0.688,8,20,28,16,4,2,6,8,19,49,0.388,5,16,0.313,14,33,.424,0.439,3,6,0.5,9,26,35,17,3,4,9,18,1,1,0,college-of-charleston,2018
7,7,2017-11-30,,Western Carolina,REG (Non-Conf),W,69,60,,18,49,0.367,9,22,0.409,9,27,0.333,0.459,24,36,0.667,9,26,35,11,7,3,12,19,21,55,0.382,5,24,0.208,16,31,.516,0.427,13,20,0.65,9,23,32,12,7,3,12,23,1,1,0,college-of-charleston,2018
8,8,2017-12-04,,High Point,REG (Non-Conf),W,70,58,,21,45,0.467,7,18,0.389,14,27,0.519,0.544,21,25,0.84,9,20,29,11,5,7,13,14,23,52,0.442,7,13,0.538,16,39,.410,0.51,5,9,0.556,5,15,20,11,4,2,11,16,1,1,0,college-of-charleston,2018
9,9,2017-12-10,,North Greenville,REG (Non-Conf),W,92,60,,31,60,0.517,13,28,0.464,18,32,0.563,0.625,17,28,0.607,11,30,41,18,1,3,5,16,20,56,0.357,7,22,0.318,13,34,.382,0.42,13,18,0.722,6,22,28,9,3,0,7,21,1,1,0,college-of-charleston,2018
10,10,2017-12-16,@,Rhode Island,REG (Non-Conf),L,62,68,,23,55,0.418,4,15,0.267,19,40,0.475,0.455,12,15,0.8,6,21,27,8,4,3,9,21,22,53,0.415,4,15,0.267,18,38,.474,0.453,20,27,0.741,13,23,36,10,5,5,9,14,0,1,0,college-of-charleston,2018
