rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,42,1,2017-11-10,Syracuse,,Cornell,REG (Non-Conf),W 77-45,*,20,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,2,3,5,1,0,3,1,1,2,4.7,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
2,43,2,2017-11-14,Syracuse,,Iona,REG (Non-Conf),W 71-62,*,22,2,4,0.5,0,0,2,4,0.5,0.5,1,2,0.5,4,6,10,0,1,3,3,1,5,6.9,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
3,44,3,2017-11-18,Syracuse,,Texas Southern,REG (Non-Conf),W 80-67,*,19,3,4,0.75,0,0,3,4,0.75,0.75,0,0,,2,2,4,0,1,1,1,2,6,6.3,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
4,45,4,2017-11-20,Syracuse,,Oakland,REG (Non-Conf),W 74-50,*,31,6,6,1.0,0,0,6,6,1.0,1.0,0,2,0.0,4,7,11,0,2,8,3,2,12,18.1,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
5,46,5,2017-11-22,Syracuse,,Toledo,REG (Non-Conf),W 72-64,*,14,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,2,1,3,0,0,1,1,5,2,0.4,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
6,47,6,2017-11-27,Syracuse,,Maryland,REG (Non-Conf),W 72-70,*,18,3,3,1.0,0,0,3,3,1.0,1.0,0,2,0.0,0,1,1,0,1,2,0,3,6,5.8,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
7,48,7,2017-12-02,Syracuse,N,Kansas,REG (Non-Conf),L 60-76,*,23,1,3,0.333,0,0,1,3,0.333,0.333,5,10,0.5,4,3,7,0,1,0,1,3,7,5.8,N,0,1,paschal-chukwu-1,Paschal Chukwu,2018
8,49,8,2017-12-05,Syracuse,N,Connecticut,REG (Non-Conf),W 72-63,*,20,1,1,1.0,0,0,1,1,1.0,1.0,4,6,0.667,3,2,5,0,0,1,0,5,6,6.3,N,1,1,paschal-chukwu-1,Paschal Chukwu,2018
9,50,9,2017-12-09,Syracuse,,Colgate,REG (Non-Conf),W 72-58,*,32,2,2,1.0,0,0,2,2,1.0,1.0,1,2,0.5,4,5,9,1,1,4,0,1,5,12.4,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
10,51,10,2017-12-16,Syracuse,@,Georgetown,REG (Non-Conf),W 86-79 (OT),*,24,1,3,0.333,0,0,1,3,0.333,0.333,0,0,,1,2,3,1,3,3,1,5,2,4.4,A,1,1,paschal-chukwu-1,Paschal Chukwu,2018
11,52,11,2017-12-19,Syracuse,,Buffalo,REG (Non-Conf),W 81-74,*,37,2,3,0.667,0,0,2,3,0.667,0.667,1,2,0.5,3,2,5,0,0,8,3,1,5,8.2,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
12,53,12,2017-12-22,Syracuse,,St. Bonaventure,REG (Non-Conf),L 57-60 (OT),*,32,1,3,0.333,0,0,1,3,0.333,0.333,1,1,1.0,1,3,4,0,1,3,1,5,3,3.0,H,0,1,paschal-chukwu-1,Paschal Chukwu,2018
13,54,13,2017-12-27,Syracuse,,Eastern Michigan,REG (Non-Conf),W 62-47,*,37,3,6,0.5,0,0,3,6,0.5,0.5,9,11,0.818,5,6,11,0,2,5,1,3,15,19.8,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
14,55,14,2017-12-31,Syracuse,,Virginia Tech,REG (Conf),W 68-56,*,21,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,1,4,5,0,0,3,3,4,0,-1.3,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
15,56,15,2018-01-03,Syracuse,@,Wake Forest,REG (Conf),L 67-73,*,37,3,4,0.75,0,0,3,4,0.75,0.75,4,4,1.0,3,2,5,1,2,4,1,3,10,14.4,A,0,1,paschal-chukwu-1,Paschal Chukwu,2018
16,57,16,2018-01-06,Syracuse,,Notre Dame,REG (Conf),L 49-51,*,29,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,1,2,3,0,1,4,0,4,2,5.2,H,0,1,paschal-chukwu-1,Paschal Chukwu,2018
17,58,17,2018-01-09,Syracuse,@,Virginia,REG (Conf),L 61-68,*,35,4,6,0.667,0,0,4,6,0.667,0.667,1,2,0.5,10,6,16,1,0,2,0,2,9,16.1,A,0,1,paschal-chukwu-1,Paschal Chukwu,2018
18,59,18,2018-01-13,Syracuse,@,Florida State,REG (Conf),L 90-101 (2OT),*,42,2,2,1.0,0,0,2,2,1.0,1.0,6,8,0.75,5,6,11,0,1,2,2,5,10,12.3,A,0,1,paschal-chukwu-1,Paschal Chukwu,2018
19,60,19,2018-01-16,Syracuse,,Pittsburgh,REG (Conf),W 59-45,*,31,3,5,0.6,0,0,3,5,0.6,0.6,2,2,1.0,3,5,8,0,1,2,2,3,8,8.5,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
20,61,20,2018-01-24,Syracuse,,Boston College,REG (Conf),W 81-63,*,40,6,7,0.857,0,0,6,7,0.857,0.857,2,2,1.0,4,3,7,1,0,2,1,2,14,15.5,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
21,62,21,2018-01-27,Syracuse,@,Pittsburgh,REG (Conf),W 60-55,*,12,0,4,0.0,0,0,0,4,0.0,0.0,2,4,0.5,5,1,6,0,0,3,0,2,2,3.5,A,1,1,paschal-chukwu-1,Paschal Chukwu,2018
22,63,22,2018-01-31,Syracuse,@,Georgia Tech,REG (Conf),L 51-55,*,21,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,2,2,4,0,0,0,2,2,2,0.2,A,0,1,paschal-chukwu-1,Paschal Chukwu,2018
23,64,23,2018-02-03,Syracuse,,Virginia,REG (Conf),L 44-59,*,26,0,0,,0,0,0,0,,,0,0,,2,1,3,1,0,1,1,2,0,1.3,H,0,1,paschal-chukwu-1,Paschal Chukwu,2018
24,65,24,2018-02-05,Syracuse,@,Louisville,REG (Conf),W 78-73,*,36,2,5,0.4,0,0,2,5,0.4,0.4,1,3,0.333,2,6,8,1,0,0,1,4,5,2.8,A,1,1,paschal-chukwu-1,Paschal Chukwu,2018
25,66,25,2018-02-11,Syracuse,,Wake Forest,REG (Conf),W 78-70,*,23,3,4,0.75,0,0,3,4,0.75,0.75,1,4,0.25,4,7,11,1,0,3,0,0,7,11.9,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
26,67,26,2018-02-14,Syracuse,,NC State,REG (Conf),L 70-74,*,20,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,2,2,0,1,2,0,2,2,3.9,H,0,1,paschal-chukwu-1,Paschal Chukwu,2018
27,68,27,2018-02-17,Syracuse,@,Miami (FL),REG (Conf),W 62-55,*,23,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,2,5,7,0,0,2,1,3,2,3.1,A,1,1,paschal-chukwu-1,Paschal Chukwu,2018
28,69,28,2018-02-21,Syracuse,,North Carolina,REG (Conf),L 74-78,*,29,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,3,8,11,0,2,4,3,4,2,6.4,H,0,1,paschal-chukwu-1,Paschal Chukwu,2018
29,70,29,2018-02-24,Syracuse,@,Duke,REG (Conf),L 44-60,*,24,3,3,1.0,0,0,3,3,1.0,1.0,0,0,,3,9,12,1,2,1,2,5,6,9.3,A,0,1,paschal-chukwu-1,Paschal Chukwu,2018
30,71,30,2018-02-28,Syracuse,@,Boston College,REG (Conf),L 70-85,*,35,2,3,0.667,0,0,2,3,0.667,0.667,0,0,,3,6,9,1,0,1,3,4,4,3.4,A,0,1,paschal-chukwu-1,Paschal Chukwu,2018
31,72,31,2018-03-03,Syracuse,,Clemson,REG (Conf),W 55-52,*,33,0,0,,0,0,0,0,,,2,2,1.0,2,3,5,1,2,4,0,4,2,8.2,H,1,1,paschal-chukwu-1,Paschal Chukwu,2018
32,73,32,2018-03-06,Syracuse,N,Wake Forest,CTOURN,W 73-64,*,35,6,7,0.857,0,0,6,7,0.857,0.857,2,2,1.0,5,4,9,3,0,3,1,4,14,17.8,N,1,0,paschal-chukwu-1,Paschal Chukwu,2018
33,74,33,2018-03-07,Syracuse,N,North Carolina,CTOURN,L 59-78,*,15,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,2,2,4,0,0,3,0,5,2,3.8,N,0,0,paschal-chukwu-1,Paschal Chukwu,2018
34,75,34,2018-03-14,Syracuse,N,Arizona State,FIRST-FOUR,W 60-56,*,34,1,2,0.5,0,0,1,2,0.5,0.5,3,7,0.429,2,7,9,0,0,1,1,3,5,4.4,N,1,0,paschal-chukwu-1,Paschal Chukwu,2018
35,76,35,2018-03-16,Syracuse,N,TCU,ROUND-64,W 57-52,*,32,0,1,0.0,0,0,0,1,0.0,0.0,6,6,1.0,3,7,10,0,0,2,0,4,6,9.3,N,1,0,paschal-chukwu-1,Paschal Chukwu,2018
36,77,36,2018-03-18,Syracuse,N,Michigan State,ROUND-32,W 55-53,*,17,0,1,0.0,0,0,0,1,0.0,0.0,1,2,0.5,0,2,2,0,1,0,0,4,1,-0.1,N,1,0,paschal-chukwu-1,Paschal Chukwu,2018
37,78,37,2018-03-23,Syracuse,N,Duke,ROUND-16,L 65-69,*,29,4,5,0.8,0,0,4,5,0.8,0.8,0,1,0.0,1,6,7,0,0,0,0,4,8,6.6,N,0,0,paschal-chukwu-1,Paschal Chukwu,2018
