team_abbrev,team_name,year,seed,wins,exit_round,adj_o,adj_d,adj_em,barthag,wab,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,fg3_pct,fg3_d_pct,ft_pct,off_cv,off_mean,off_range_80_20,pct_games_above_mean_o,def_cv,efg_cv,to_cv,to_std,margin_std,margin_mean,pct_games_close,pct_games_blown,off_win_loss_gap,off_last10_std,off_last10_mean,off_rating_vs_tier1_mean,off_rating_vs_tier3_mean,efg_vs_tier1_mean,efg_vs_tier3_mean,to_vs_tier1_mean,to_vs_tier3_mean,or_vs_tier1_mean,or_vs_tier3_mean,off_rating_dropoff_t1_vs_t3,efg_dropoff_t1_vs_t3,to_dropoff_t1_vs_t3,or_dropoff_t1_vs_t3,n_tier1_games,off_neutral_mean,home_away_gap,home_neutral_gap,win_pct_neutral,star_pts_cv,star_pts_mean,top8_pts_cv_mean,top8_pts_cv_max,star_fg_pct_cv,star_fg_pct_mean,top8_fg_pct_cv_mean,top8_fg_pct_cv_max,top8_fg3_pct_cv_mean,top8_fg3_pct_cv_max,top8_ft_pct_cv_mean,top8_orb_cv_mean,top8_orb_cv_max,top8_blk_cv_mean,top8_blk_cv_max,top8_stl_cv_mean,top8_stl_cv_max,top8_pts_cv_std,top8_pts_mean_std,star_pts_reliable_pct,team_fg2_pct_cv,team_fg3_pct_cv,team_ft_pct_cv,team_pts_cv,team_orb_cv,team_drb_cv,team_trb_cv,team_ast_cv,team_stl_cv,team_blk_cv,team_tov_cv,team_pf_cv,team_pts_allowed_cv,team_opp_fg3_pct_cv,team_opp_ft_pct_cv,team_opp_orb_cv,team_opp_tov_cv,team_opp_blk_cv,team_ast_to_ratio_cv,team_opp_efg_cv,off_rating_vs_tier2_mean,efg_vs_tier2_mean,to_vs_tier2_mean,or_vs_tier2_mean
connecticut,UConn,2014,7,6,Champion,111.64675428531,92.752233395806,18.89452088950399,0.89399306056662,4.7997776035611,51.4,43.9,17.6,19.5,31.2,33.4,38.6,35.5,38.7,32.9,76.1,0.15576207008872336,108.89354838709679,29.5,0.5806451612903226,0.13208506488853997,0.1923284855348552,0.31940392135993884,5.491686776930562,7.721772726597382,4.734103677419355,0.4838709677419355,0.03225806451612903,22.927976190476187,17.275432138026403,99.14999999999999,95.33636363636364,118.26666666666668,43.71818181818181,55.23888888888889,18.99090909090909,15.583333333333334,29.49090909090909,32.52222222222221,22.930303030303037,11.520707070707076,-3.4075757575757546,3.031313131313123,11,103.66666666666667,4.392222222222216,7.35555555555554,1.0,0.40977153389818294,17.774193548387096,0.5271616405622574,1.2880574677289807,0.40794342489685054,0.44764516129032256,0.46204064200243894,1.0811440731146365,0.8264006089098483,1.5583737674342975,0.33068595120723765,1.3412195142157706,1.6341372479875647,1.8696152112953308,3.2562936409147865,1.09717933676591,2.0727509006864033,0.3107598588205582,8.854077558769669,0.4838709677419355,0.192608679077047,0.34120021795744215,0.12026578904315179,0.18329542541117427,0.44783937346580965,0.21131517461338928,0.21246948705143123,0.3815433136482187,0.32187814781038665,0.5103164698044217,0.31045090665818037,0.2004105656292123,0.1645112546811843,0.3122712552077723,0.17995964354742333,0.3481558449703919,0.25575378785073744,0.7180835258556322,0.46511992168046473,0.18317483943072455,,,,
kentucky,Kentucky,2014,8,5,Runner-up,115.85497589944,95.664264186658,20.190711712782004,0.90044559390784,3.9557670541252,49.7,45.0,18.1,16.3,42.2,29.9,53.8,37.8,32.5,31.7,68.2,0.11224976589210575,112.24516129032257,21.700000000000003,0.3870967741935484,0.10411037231665331,0.16862279160025595,0.28219227361019333,5.131347891421483,6.918321800470106,3.199259280645162,0.4838709677419355,0.03225806451612903,14.15454545454547,11.18035976364108,104.85999999999999,105.99000000000001,117.575,50.339999999999996,49.25833333333333,20.2,16.241666666666667,37.14,47.31666666666666,11.584999999999994,-1.0816666666666634,-3.958333333333332,10.176666666666662,10,113.36666666666667,5.576666666666654,0.7499999999999858,0.3333333333333333,0.37659445908817957,15.387096774193548,0.7116347599975772,1.7814160302136985,0.34287513872606423,0.5239354838709678,0.4923713821815562,0.6896115783500193,1.1875710109804725,1.9031075066370218,0.5539631903052566,1.0558639776212437,1.479511620470918,1.5518955699381425,2.466816812247149,1.5699201939568728,2.7667982242644844,0.4280388819456468,4.5395239254739845,0.6129032258064516,0.21341502353587224,0.42504675787565926,0.14316284423958056,0.14552332851847757,0.3391916931241361,0.22749899586295252,0.22239587163363533,0.3281635736718842,0.5079787697543545,0.4649497656591485,0.3095715557801591,0.2453943577277149,0.16386799014836997,0.3620874264095849,0.17668904926616333,0.3841727742529837,0.37570337483688676,0.8491733491615717,0.47907723734161617,0.1835820132400492,112.08888888888889,50.355555555555554,18.533333333333335,41.55555555555555
florida,Florida,2014,1,4,F4,115.88364467164,88.760073257108,27.123571414531995,0.9554883476413,11.769480311766,52.7,45.1,17.8,21.9,35.6,28.8,43.4,32.6,36.8,33.3,66.1,0.08105673326005167,112.30967741935484,16.299999999999997,0.5483870967741935,0.1250338407332807,0.14861271720547103,0.23866502941279344,4.21821192307321,5.518033797982049,6.409468516129033,0.45161290322580644,0.0,19.786206896551747,7.194172024014379,116.05,108.00999999999999,112.76153846153845,50.480000000000004,52.60769230769232,16.949999999999996,17.73076923076923,32.47,37.88461538461539,4.751538461538459,2.127692307692314,0.7807692307692342,5.414615384615388,10,116.4,3.956372549019619,-2.735294117647072,,0.4604727692310552,14.551724137931034,0.5715661033634898,1.058842895005669,0.389677031612869,0.6377931034482758,0.5219772185533941,0.9042356015239877,1.2190086318643782,2.2009021794482813,0.4358641747665044,1.2735813933440676,2.0899760764181003,1.7637480538392225,2.3180451534284945,1.2394779262340543,1.8459248942281001,0.20422870594555873,3.975190267142634,0.5862068965517241,0.1934294568117419,0.28127098487846497,0.15195640816607742,0.11096924269680944,0.39513309748905995,0.22160667597866873,0.1973190375284813,0.28390389991369575,0.45338956974714706,0.5345601355336846,0.2594423626606026,0.17751173670117326,0.17882407107598225,0.35238967712705443,0.2384328194686454,0.4467127096847036,0.29364132380578273,0.7564226532833359,0.3687216880483784,0.19473053949923524,116.94999999999999,56.4375,18.487499999999997,35.3875
wisconsin,Wisconsin,2014,2,4,F4,121.85980539593,96.581264728026,25.278540667903997,0.93545041378764,7.9589100773155,53.1,47.5,12.6,15.6,27.9,27.7,44.1,25.9,37.3,34.3,74.4,0.1344380801598257,114.70645161290321,27.799999999999997,0.5161290322580645,0.13286866596704905,0.16255983492814172,0.3647705340271314,4.6361158195706365,6.165121871988771,5.470842235483872,0.45161290322580644,0.0,13.565333333333328,10.319372289264711,113.55,108.33333333333333,125.15,49.98333333333334,57.587500000000006,13.950000000000001,11.6875,26.96666666666667,31.9375,16.816666666666677,7.604166666666664,-2.262500000000001,4.970833333333331,12,114.53333333333335,3.9641711229946424,1.7490196078431097,1.0,0.5704429022677729,13.35483870967742,0.6440241666663474,1.2680841425843483,0.3808894464440769,0.5020967741935485,0.5174457502362264,0.8310137041089681,0.963800115619114,1.4267683432646434,0.31792453912021473,1.186911490765287,1.4970588449306812,2.8271470427468945,5.567764362830022,1.4729151885512324,3.1055505863605646,0.3278387667227083,3.9943585112224564,0.6774193548387096,0.17767168181624665,0.28530218589440104,0.17658896800316032,0.15454910817531076,0.37089339528359205,0.18092903677619498,0.1331600712659498,0.26902016014982133,0.45455001193101136,0.5589847678179243,0.3772718217526276,0.2276474747868998,0.16544905417664657,0.45153553808079605,0.19083893696696327,0.5633619161947593,0.28696597135044616,0.7142237223028515,0.7097153978721507,0.18407069786302332,114.06363636363635,52.59090909090909,12.100000000000001,26.072727272727274
arizona,Arizona,2014,1,3,E8,114.95154040106,86.70577760399,28.24576279707,0.96241665637611,9.4761860334373,51.6,42.2,16.0,19.0,37.2,26.0,41.7,34.5,35.6,31.4,65.5,0.13242008293871693,112.20322580645158,21.39999999999999,0.4838709677419355,0.10010084666236865,0.16640191659614761,0.2910190111093182,4.679773452838553,6.939622751582217,6.575062,0.41935483870967744,0.0,27.829761904761895,17.13490265186496,107.55999999999999,105.00833333333333,119.34,48.24166666666667,54.4,17.349999999999998,15.2,34.90833333333334,38.25000000000001,14.331666666666678,6.158333333333331,-2.1499999999999986,3.3416666666666686,12,101.7,13.37272727272726,16.299999999999997,,0.3188600528967737,16.129032258064516,0.5566450548360334,1.0483250601992837,0.33881004633318845,0.4549032258064517,0.4709228872413451,0.788033344472174,1.110486960812935,1.984313483298443,0.45800170373067967,1.255863535117072,2.389756786788145,1.7144666856387716,4.094259757631772,1.66483368789044,2.9960291180478325,0.23264700432900248,4.142756344247994,0.5806451612903226,0.16547288906032478,0.3268600604614056,0.17626202700051047,0.14326218186058176,0.32215160753968847,0.20006783148182433,0.155787606737145,0.25040146011262043,0.33706487592766105,0.4859221914342775,0.31718883554824207,0.1982827531874332,0.16415359701644186,0.36020280692848905,0.20956419024802933,0.43943978606273015,0.2653611951160754,0.6894557452492385,0.5084258624776398,0.15668733332351523,113.86666666666666,52.06666666666667,15.366666666666667,40.81111111111111
michigan-state,Michigan State,2014,4,3,E8,118.396893669,94.846588491239,23.55030517776099,0.92760644085554,6.949917477285,54.5,46.2,17.1,18.3,33.5,27.7,33.5,39.1,39.1,33.2,69.3,0.1450833102595514,112.4741935483871,27.60000000000001,0.5483870967741935,0.10918750006132469,0.16010931368910752,0.2930091509218477,5.075674646613943,6.76565329863336,4.173214045161291,0.5161290322580645,0.0,20.047826086956533,21.314233637537985,110.21000000000001,107.76153846153846,120.25,52.838461538461544,55.870000000000005,17.76153846153846,15.100000000000003,30.16153846153846,34.839999999999996,12.488461538461536,3.03153846153846,-2.6615384615384574,4.678461538461537,13,109.46000000000001,1.8100000000000165,4.289999999999992,0.8,0.29854775734625394,17.5,0.5853861308283426,0.8575774318633629,0.29647614755328866,0.4338571428571429,0.433726966571421,0.6313678973547939,0.8322470316656809,1.0638469875728735,0.4936923448121898,1.1476898621197476,2.5442512229955385,1.5704500486807667,2.715563608955921,1.3842231691039861,2.2925721297644444,0.1589387589434351,4.506428234013787,0.6428571428571429,0.16400398885353423,0.336145010157634,0.16877713829299773,0.1896189433143001,0.3229598796416088,0.24999360908180562,0.2338432294137632,0.3206785082938494,0.4607680781477458,0.4460371578481688,0.29814021787979805,0.2510638095858681,0.15997649969990835,0.32551387069249593,0.1965276780918722,0.3857854868250469,0.30553529124630086,0.6440611887195306,0.5637821365337411,0.14724290801522721,110.4125,54.4125,19.3875,33.2625
dayton,Dayton,2014,11,3,E8,113.21398475358,100.62727498945,12.586709764129992,0.79500259761799,0.70136888141163,52.6,49.4,18.1,19.1,34.9,28.6,41.3,43.2,37.8,34.3,68.1,0.11372223199396932,110.64516129032258,18.5,0.4838709677419355,0.11043797179397691,0.13696613806779168,0.24780629168188686,4.55883639181226,6.897089609467205,1.8174408387096774,0.45161290322580644,0.03225806451612903,17.051010101010107,13.659363902547668,109.46000000000001,101.91250000000001,112.01333333333332,48.349999999999994,53.36,20.275,18.186666666666667,33.512499999999996,34.77333333333333,10.100833333333313,5.010000000000005,-2.088333333333331,1.2608333333333377,8,110.12500000000001,-0.4570588235294224,0.4279411764705827,0.75,0.4597329356524317,12.580645161290322,0.6750455025177176,0.9971749601924403,0.38864187409941153,0.45606451612903226,0.5927209577474037,0.8390350279578939,1.0029113148363176,1.3057387988447624,0.4549075915521404,1.616840170071994,3.8708310907779646,2.1897689687264226,3.870831090777965,1.3450822003075817,1.5704604910172535,0.18649705399731495,3.2956162147131622,0.5806451612903226,0.1747271368967672,0.2627284800333386,0.15954019475437783,0.14508710012936632,0.3428744479644472,0.21375045713502352,0.1746080742473343,0.29284943473682373,0.5254367766949573,0.5639075342900934,0.27638999398362757,0.21222773614145574,0.17656801744297482,0.3248528674933522,0.18277837762940405,0.3925497167077612,0.28016748591153456,0.4984011403501936,0.4892215994555176,0.155744859386499,116.8125,54.2375,16.9125,37.675
michigan,Michigan,2014,2,3,E8,122.98194989853,99.728998778156,23.252951120374007,0.91760049373238,7.7427777302325,55.5,49.6,14.8,17.3,28.9,28.9,35.9,27.6,39.4,32.1,76.1,0.1358644886563581,118.14000000000001,24.280000000000015,0.4666666666666667,0.10585824112215857,0.17347640837057798,0.27392881278603487,4.015796395443271,9.022958525078211,3.6674043,0.43333333333333335,0.06666666666666667,23.25093167701864,12.797482391296953,116.0,111.42857142857143,128.0,52.72857142857142,58.2,15.071428571428573,13.175,26.264285714285716,33.9875,16.57142857142857,5.471428571428582,-1.8964285714285722,7.723214285714281,14,108.22500000000001,14.279393939393941,17.48166666666667,0.75,0.35679424269441873,17.448275862068964,0.6227522606264582,0.8758227257090344,0.37755120119619273,0.4706551724137931,0.47421689813441026,0.6204221566702026,0.8435120553759761,1.164018774586662,0.38671550433443797,1.3761735219974318,1.9276133361805856,2.25867689668291,3.1038074504800033,1.4926783884832455,2.160029712830274,0.1962076368531937,4.511878048672257,0.4827586206896552,0.18368144843078313,0.30859165946345235,0.176532624630237,0.14455984536050198,0.4754712374953234,0.2023170712944253,0.2124400969092381,0.30704301833434616,0.5428960183048921,0.8452708196907602,0.3036917875504008,0.1999734680636829,0.16783915784829623,0.3842733450410552,0.16232520007440082,0.3996147932322667,0.3194534145000047,0.6355867111449546,0.6956082904086591,0.16115032506480673,120.025,59.4125,15.424999999999999,27.4875
baylor,Baylor,2014,6,2,S16,118.09451367792,101.06921194884,17.02530172908,0.85696610783523,3.1295895329061,51.4,48.6,18.2,15.9,41.1,32.9,43.7,32.7,38.4,36.7,67.3,0.13572894724151344,113.07931034482759,21.78,0.4482758620689655,0.1143971171531824,0.1689019383162002,0.3132635214994638,5.768369671748747,6.940872222211593,0.6159554586206895,0.4827586206896552,0.034482758620689655,16.849473684210537,18.73339264522046,115.5,104.96428571428571,123.69999999999999,48.9,55.63333333333333,19.407142857142862,18.03333333333333,38.292857142857144,44.72222222222222,18.73571428571428,6.733333333333334,-1.3738095238095305,6.429365079365077,14,110.1,-7.568749999999994,0.7312500000000028,0.75,0.35442061730119734,13.387096774193548,0.6329084932674467,0.8906343290184672,0.3100428132324489,0.5072258064516129,0.5218109409658795,0.6904468689911097,0.9792875656937862,1.2975762348344315,0.4405767713586328,1.26237539975492,2.444168229343744,2.093577537736119,5.477225575051658,1.429253341693222,2.0485601381106155,0.1707350248657498,2.7467248783817246,0.6451612903225806,0.1955383468314238,0.2723738677599033,0.16344199450703067,0.15592608571976183,0.33255479990141656,0.22098840747469797,0.17259806049340534,0.30941320651773596,0.45474461373386427,0.5051630847587663,0.32007849665065197,0.2457184807796051,0.1479893263800887,0.36646629094344463,0.19032699576468265,0.3431703094317407,0.2866155261673468,0.630799538562957,0.48693090752500134,0.16812706219554685,116.08333333333333,50.96666666666667,16.666666666666664,41.65
san-diego-state,San Diego State,2014,4,2,S16,108.4172806901,90.60569326373,17.811587426369996,0.88734562694143,6.0617072727988,46.8,44.4,15.3,21.1,36.1,29.5,44.9,31.8,33.9,30.8,66.4,0.12133254044308024,106.88214285714285,21.200000000000003,0.5,0.14301145083074596,0.19155162468090256,0.3379302640869521,5.252401818951484,7.469926458364054,4.545793928571428,0.39285714285714285,0.03571428571428571,17.452000000000012,17.814987448151,107.44000000000001,95.02000000000001,110.66111111111111,41.44,48.75000000000001,16.48,14.316666666666666,34.620000000000005,35.85,15.641111111111101,7.310000000000009,-2.163333333333334,1.2299999999999969,5,116.56666666666666,-1.9772727272727195,-11.716666666666669,1.0,0.42526849488419455,16.933333333333334,0.6130539416579377,0.8929802870743836,0.4032762387542384,0.42543333333333333,0.5378336263716978,0.7839464330116594,1.1641012425075972,1.7058798193164253,0.48675813590577643,1.075081350165352,2.034190510862431,1.9158028815006056,3.8056219755369374,1.197973683082246,1.5536386656646635,0.18275174568874109,3.7992652100419666,0.4666666666666667,0.18512977917994425,0.4594412257449776,0.2384518232305207,0.19084652202487978,0.30166424541921655,0.23155254417461174,0.21033972932282974,0.47968650712130556,0.47521919155319486,0.44994468017924966,0.32471529304246755,0.2442891642830685,0.19780522270705286,0.4804433340973904,0.2014954560837244,0.3279016120231271,0.28144655247890804,0.5468365134240701,0.5910813953711624,0.2478789496009946,105.14000000000001,48.08,19.02,37.760000000000005
