rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,18,1,2011-11-11,Montana,@,Colorado State,REG (Non-Conf),L 58-64,*,22,2,2,1.0,0,0,2,2,1.0,1.0,0,2,0.0,1,4,5,0,0,2,3,3,4,1.7,A,0,1,eric-hutchison-1,Eric Hutchison,2012
2,19,2,2011-11-14,Montana,,Providence (MT),REG (Non-Conf),W 60-59,*,15,1,1,1.0,0,0,1,1,1.0,1.0,4,4,1.0,2,3,5,0,0,0,1,0,6,7.0,H,1,1,eric-hutchison-1,Eric Hutchison,2012
3,20,3,2011-11-17,Montana,,Idaho,REG (Non-Conf),W 57-52,*,8,0,1,0.0,0,0,0,1,0.0,0.0,2,2,1.0,1,0,1,0,0,0,1,4,2,-0.6,H,1,1,eric-hutchison-1,Eric Hutchison,2012
4,21,4,2011-11-20,Montana,@,San Diego,REG (Non-Conf),W 73-60,*,7,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,3,0,-1.2,A,1,1,eric-hutchison-1,Eric Hutchison,2012
5,22,5,2011-11-23,Montana,@,North Dakota,REG (Non-Conf),L 81-88 (OT),*,8,1,3,0.333,0,0,1,3,0.333,0.333,0,0,,0,1,1,0,0,0,1,0,2,-0.4,A,0,1,eric-hutchison-1,Eric Hutchison,2012
6,23,6,2011-11-26,Montana,,Long Beach State,REG (Non-Conf),W 73-71,*,11,2,2,1.0,0,0,2,2,1.0,1.0,1,2,0.5,1,1,2,0,0,0,1,4,5,2.4,H,1,1,eric-hutchison-1,Eric Hutchison,2012
7,24,7,2011-12-01,Montana,,San Francisco,REG (Non-Conf),L 62-65,*,2,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,-1.1,H,0,1,eric-hutchison-1,Eric Hutchison,2012
8,25,8,2011-12-04,Montana,@,Oregon State,REG (Non-Conf),L 46-71,,4,0,0,,0,0,0,0,,,0,0,,0,0,0,0,1,0,0,0,0,1.0,A,0,1,eric-hutchison-1,Eric Hutchison,2012
9,26,11,2011-12-17,Montana,@,Portland,REG (Non-Conf),W 80-65,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,A,1,1,eric-hutchison-1,Eric Hutchison,2012
10,27,12,2011-12-22,Montana,,Utah Valley,REG (Non-Conf),W 65-52,,3,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,2,0,2,0,0,0,0,1,2,2.7,H,1,1,eric-hutchison-1,Eric Hutchison,2012
