rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,67,1,2011-11-11,Michigan State,N,North Carolina,REG (Non-Conf),L 55-67,,17,3,7,0.429,0,0,3,7,0.429,0.429,0,0,,5,4,9,0,0,0,1,4,6,4.4,N,0,1,derrick-nix-1,Derrick Nix,2012
2,68,2,2011-11-15,Michigan State,N,Duke,REG (Non-Conf),L 69-74,,12,1,7,0.143,0,0,1,7,0.143,0.143,0,0,,1,0,1,1,1,0,2,5,2,-4.1,N,0,1,derrick-nix-1,Derrick Nix,2012
3,69,3,2011-11-18,Michigan State,,Texas Southern,REG (Non-Conf),W 76-41,,12,3,3,1.0,0,0,3,3,1.0,1.0,2,4,0.5,2,1,3,2,0,0,1,3,8,7.2,H,1,1,derrick-nix-1,Derrick Nix,2012
4,70,4,2011-11-20,Michigan State,,Little Rock,REG (Non-Conf),W 69-47,,20,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,2,2,0,1,1,1,1,2,2.6,H,1,1,derrick-nix-1,Derrick Nix,2012
5,71,5,2011-11-23,Michigan State,,Milwaukee,REG (Non-Conf),W 68-55,,23,4,6,0.667,0,0,4,6,0.667,0.667,3,5,0.6,1,2,3,1,1,0,0,1,11,10.2,H,1,1,derrick-nix-1,Derrick Nix,2012
6,72,6,2011-11-27,Michigan State,@,Eastern Michigan,REG (Non-Conf),W 72-40,*,20,3,5,0.6,0,0,3,5,0.6,0.6,0,0,,1,3,4,0,0,1,4,2,6,1.2,A,1,1,derrick-nix-1,Derrick Nix,2012
7,73,7,2011-11-30,Michigan State,,Florida State,REG (Non-Conf),W 65-49,,17,0,2,0.0,0,0,0,2,0.0,0.0,1,2,0.5,2,0,2,2,2,2,2,1,1,3.0,H,1,1,derrick-nix-1,Derrick Nix,2012
8,74,8,2011-12-04,Michigan State,,Omaha,REG (Non-Conf),W 110-68,,20,5,8,0.625,0,0,5,8,0.625,0.625,0,0,,1,4,5,3,2,0,3,2,10,8.6,H,1,1,derrick-nix-1,Derrick Nix,2012
9,75,9,2011-12-07,Michigan State,,Central Connecticut State,REG (Non-Conf),W 89-69,,21,5,6,0.833,0,0,5,6,0.833,0.833,3,5,0.6,5,1,6,2,1,0,0,1,13,15.8,H,1,1,derrick-nix-1,Derrick Nix,2012
10,76,10,2011-12-10,Michigan State,@,Gonzaga,REG (Non-Conf),W 74-67,,18,4,4,1.0,0,0,4,4,1.0,1.0,0,2,0.0,1,5,6,1,2,1,1,3,8,9.4,A,1,1,derrick-nix-1,Derrick Nix,2012
11,77,11,2011-12-17,Michigan State,,Bowling Green,REG (Non-Conf),W 74-60,,20,5,13,0.385,0,0,5,13,0.385,0.385,4,6,0.667,3,4,7,1,1,0,1,0,14,10.1,H,1,1,derrick-nix-1,Derrick Nix,2012
12,78,12,2011-12-19,Michigan State,,Kansas City,REG (Non-Conf),W 89-54,,11,3,3,1.0,0,0,3,3,1.0,1.0,0,0,,1,2,3,1,0,2,1,0,6,7.5,H,1,1,derrick-nix-1,Derrick Nix,2012
13,79,13,2011-12-22,Michigan State,,Lehigh,REG (Non-Conf),W 90-81,,16,3,6,0.5,0,0,3,6,0.5,0.5,0,0,,1,1,2,1,1,0,2,2,6,2.9,H,1,1,derrick-nix-1,Derrick Nix,2012
14,80,14,2011-12-28,Michigan State,,Indiana,REG (Conf),W 80-65,,23,6,9,0.667,0,0,6,9,0.667,0.667,2,2,1.0,2,3,5,0,1,0,2,3,14,10.2,H,1,1,derrick-nix-1,Derrick Nix,2012
15,81,15,2011-12-31,Michigan State,@,Nebraska,REG (Conf),W 68-55,,20,4,7,0.571,0,0,4,7,0.571,0.571,0,1,0.0,3,4,7,1,1,0,1,0,8,8.3,A,1,1,derrick-nix-1,Derrick Nix,2012
16,82,16,2012-01-03,Michigan State,@,Wisconsin,REG (Conf),W 63-60 (OT),,25,4,8,0.5,0,0,4,8,0.5,0.5,0,0,,3,1,4,0,0,1,0,0,8,7.1,A,1,1,derrick-nix-1,Derrick Nix,2012
17,83,17,2012-01-10,Michigan State,,Iowa,REG (Conf),W 95-61,,18,4,6,0.667,0,0,4,6,0.667,0.667,2,4,0.5,3,1,4,2,2,0,2,3,10,9.2,H,1,1,derrick-nix-1,Derrick Nix,2012
18,84,18,2012-01-14,Michigan State,@,Northwestern,REG (Conf),L 74-81,,16,2,4,0.5,0,0,2,4,0.5,0.5,1,1,1.0,1,3,4,1,0,1,2,3,5,2.8,A,0,1,derrick-nix-1,Derrick Nix,2012
