rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,70,1,2011-11-11,Creighton,,North Carolina A&T,REG (Non-Conf),W 97-65,*,22,2,3,0.667,0,0,2,3,0.667,0.667,0,4,0.0,1,6,7,3,1,2,2,1,4,5.7,H,1,1,gregory-echenique-1,Gregory Echenique,2012
2,71,2,2011-11-13,Creighton,,Chicago State,REG (Non-Conf),W 95-61,*,19,3,5,0.6,0,0,3,5,0.6,0.6,2,2,1.0,1,2,3,1,0,2,1,0,8,8.1,H,1,1,gregory-echenique-1,Gregory Echenique,2012
3,72,3,2011-11-16,Creighton,@,UAB,REG (Non-Conf),W 70-60,*,24,4,10,0.4,0,0,4,10,0.4,0.4,0,3,0.0,5,5,10,0,1,1,5,2,8,2.3,A,1,1,gregory-echenique-1,Gregory Echenique,2012
4,73,4,2011-11-20,Creighton,N,Iowa,REG (Non-Conf),W 82-59,*,27,6,8,0.75,0,0,6,8,0.75,0.75,3,6,0.5,3,6,9,1,0,2,2,1,15,14.2,N,1,1,gregory-echenique-1,Gregory Echenique,2012
5,74,5,2011-11-25,Creighton,,Campbell,REG (Non-Conf),W 104-81,*,13,3,4,0.75,0,0,3,4,0.75,0.75,3,6,0.5,0,1,1,0,0,1,2,4,9,3.6,H,1,1,gregory-echenique-1,Gregory Echenique,2012
6,75,6,2011-11-30,Creighton,@,San Diego State,REG (Non-Conf),W 85-83,*,21,3,6,0.5,0,0,3,6,0.5,0.5,0,2,0.0,1,3,4,0,0,0,1,2,6,2.0,A,1,1,gregory-echenique-1,Gregory Echenique,2012
7,76,7,2011-12-04,Creighton,,Nebraska,REG (Non-Conf),W 76-66,*,22,2,6,0.333,0,0,2,6,0.333,0.333,1,2,0.5,1,2,3,0,0,0,0,3,5,1.3,H,1,1,gregory-echenique-1,Gregory Echenique,2012
8,77,8,2011-12-10,Creighton,@,Saint Joseph's,REG (Non-Conf),L 71-80,*,22,5,10,0.5,0,0,5,10,0.5,0.5,0,0,,2,3,5,0,0,1,1,3,10,5.8,A,0,1,gregory-echenique-1,Gregory Echenique,2012
9,78,9,2011-12-17,Creighton,,Houston Baptist,REG (Non-Conf),W 97-62,*,19,6,9,0.667,0,0,6,9,0.667,0.667,6,8,0.75,6,8,14,0,0,5,2,2,18,20.6,H,1,1,gregory-echenique-1,Gregory Echenique,2012
10,79,10,2011-12-19,Creighton,@,Tulsa,REG (Non-Conf),W 83-64,*,12,4,5,0.8,0,0,4,5,0.8,0.8,1,1,1.0,0,4,4,0,0,2,2,5,9,5.7,A,1,1,gregory-echenique-1,Gregory Echenique,2012
11,80,11,2011-12-22,Creighton,,Northwestern,REG (Non-Conf),W 87-79,*,23,5,8,0.625,0,0,5,8,0.625,0.625,1,3,0.333,3,5,8,0,0,0,4,1,11,5.8,H,1,1,gregory-echenique-1,Gregory Echenique,2012
12,81,12,2011-12-28,Creighton,,Missouri State,REG (Conf),L 65-77,*,20,1,2,0.5,0,0,1,2,0.5,0.5,2,4,0.5,1,2,3,0,1,1,1,0,4,4.2,H,0,1,gregory-echenique-1,Gregory Echenique,2012
13,82,13,2011-12-31,Creighton,@,Wichita State,REG (Conf),W 68-61,*,32,5,12,0.417,0,0,5,12,0.417,0.417,2,2,1.0,3,3,6,0,1,1,2,4,12,6.7,A,1,1,gregory-echenique-1,Gregory Echenique,2012
14,83,14,2012-01-03,Creighton,,Drake,REG (Conf),W 76-59,*,26,5,7,0.714,0,0,5,7,0.714,0.714,0,1,0.0,2,3,5,1,0,4,1,2,10,10.7,H,1,1,gregory-echenique-1,Gregory Echenique,2012
15,84,15,2012-01-07,Creighton,@,Bradley,REG (Conf),W 92-83,*,30,3,3,1.0,0,0,3,3,1.0,1.0,6,6,1.0,4,8,12,3,0,2,1,2,12,18.0,A,1,1,gregory-echenique-1,Gregory Echenique,2012
16,85,16,2012-01-10,Creighton,,Northern Iowa,REG (Conf),W 63-60,*,22,0,4,0.0,0,0,0,4,0.0,0.0,4,6,0.667,5,6,11,1,0,3,4,3,4,3.3,H,1,1,gregory-echenique-1,Gregory Echenique,2012
17,86,17,2012-01-13,Creighton,@,Illinois State,REG (Conf),W 87-78,*,21,3,5,0.6,0,0,3,5,0.6,0.6,1,2,0.5,3,7,10,0,1,1,1,4,7,7.6,A,1,1,gregory-echenique-1,Gregory Echenique,2012
18,87,18,2012-01-15,Creighton,,Southern Illinois,REG (Conf),W 90-71,*,24,2,3,0.667,0,0,2,3,0.667,0.667,5,6,0.833,2,9,11,0,1,2,0,2,9,13.0,H,1,1,gregory-echenique-1,Gregory Echenique,2012
19,88,19,2012-01-18,Creighton,@,Missouri State,REG (Conf),W 66-65,*,30,5,6,0.833,0,0,5,6,0.833,0.833,6,6,1.0,2,5,7,0,0,2,2,1,16,15.7,A,1,1,gregory-echenique-1,Gregory Echenique,2012
20,89,20,2012-01-21,Creighton,,Indiana State,REG (Conf),W 75-49,*,22,2,4,0.5,0,0,2,4,0.5,0.5,3,3,1.0,3,6,9,0,0,2,1,2,7,8.5,H,1,1,gregory-echenique-1,Gregory Echenique,2012
21,90,21,2012-01-25,Creighton,@,Drake,REG (Conf),W 77-69,*,17,3,4,0.75,0,0,3,4,0.75,0.75,5,6,0.833,2,5,7,2,1,0,1,4,11,11.7,A,1,1,gregory-echenique-1,Gregory Echenique,2012
22,91,22,2012-01-28,Creighton,,Bradley,REG (Conf),W 73-59,*,26,5,5,1.0,0,0,5,5,1.0,1.0,4,6,0.667,1,9,10,0,1,2,3,1,14,14.1,H,1,1,gregory-echenique-1,Gregory Echenique,2012
23,92,23,2012-02-01,Creighton,,Illinois State,REG (Conf),W 102-74,*,17,3,7,0.429,0,0,3,7,0.429,0.429,4,4,1.0,3,3,6,0,0,0,1,2,10,7.5,H,1,1,gregory-echenique-1,Gregory Echenique,2012
24,93,24,2012-02-04,Creighton,@,Northern Iowa,REG (Conf),L 62-65,*,26,3,7,0.429,0,0,3,7,0.429,0.429,2,2,1.0,5,7,12,1,2,3,1,3,8,12.5,A,0,1,gregory-echenique-1,Gregory Echenique,2012
25,94,25,2012-02-07,Creighton,@,Evansville,REG (Conf),L 57-65,*,28,4,4,1.0,0,0,4,4,1.0,1.0,2,3,0.667,3,5,8,1,0,2,2,2,10,11.3,A,0,1,gregory-echenique-1,Gregory Echenique,2012
26,95,26,2012-02-11,Creighton,,Wichita State,REG (Conf),L 68-89,*,28,5,6,0.833,0,0,5,6,0.833,0.833,6,7,0.857,3,2,5,1,1,2,0,1,16,18.8,H,0,1,gregory-echenique-1,Gregory Echenique,2012
27,96,27,2012-02-14,Creighton,@,Southern Illinois,REG (Conf),W 88-69,*,33,4,4,1.0,0,0,4,4,1.0,1.0,7,9,0.778,2,7,9,2,0,2,1,2,15,17.5,A,1,1,gregory-echenique-1,Gregory Echenique,2012
28,97,28,2012-02-18,Creighton,,Long Beach State,REG (Non-Conf),W 81-79,*,25,3,4,0.75,0,0,3,4,0.75,0.75,0,0,,4,4,8,1,0,2,1,1,6,9.1,H,1,1,gregory-echenique-1,Gregory Echenique,2012
29,98,29,2012-02-21,Creighton,,Evansville,REG (Conf),W 93-92 (OT),*,30,4,5,0.8,0,0,4,5,0.8,0.8,1,1,1.0,3,4,7,1,1,2,3,2,9,9.7,H,1,1,gregory-echenique-1,Gregory Echenique,2012
30,99,30,2012-02-25,Creighton,@,Indiana State,REG (Conf),W 61-60,*,23,1,4,0.25,0,0,1,4,0.25,0.25,0,0,,4,5,9,0,0,0,0,3,2,2.7,A,1,1,gregory-echenique-1,Gregory Echenique,2012
31,100,31,2012-03-02,Creighton,N,Drake,CTOURN,W 68-61,*,28,5,8,0.625,0,0,5,8,0.625,0.625,0,1,0.0,2,3,5,1,0,2,2,3,10,7.2,N,1,0,gregory-echenique-1,Gregory Echenique,2012
32,101,32,2012-03-03,Creighton,N,Evansville,CTOURN,W 99-71,*,20,8,11,0.727,0,0,8,11,0.727,0.727,4,5,0.8,6,3,9,0,1,3,2,1,20,20.9,N,1,0,gregory-echenique-1,Gregory Echenique,2012
33,102,33,2012-03-04,Creighton,N,Illinois State,CTOURN,W 83-79 (OT),*,30,4,8,0.5,0,0,4,8,0.5,0.5,0,0,,3,4,7,2,0,0,1,4,8,6.1,N,1,0,gregory-echenique-1,Gregory Echenique,2012
34,103,34,2012-03-16,Creighton,N,Alabama,ROUND-64,W 58-57,*,26,3,8,0.375,0,0,3,8,0.375,0.375,0,3,0.0,3,2,5,0,0,1,0,2,6,3.0,N,1,0,gregory-echenique-1,Gregory Echenique,2012
35,104,35,2012-03-18,Creighton,N,North Carolina,ROUND-32,L 73-87,*,27,6,9,0.667,0,0,6,9,0.667,0.667,0,1,0.0,3,3,6,0,0,2,1,2,12,10.3,N,0,0,gregory-echenique-1,Gregory Echenique,2012
