rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,38,1,2011-11-11,VCU,,Saint Francis (PA),REG (Non-Conf),W 63-57,*,19,1,3,0.333,0,0,1,3,0.333,0.333,1,2,0.5,5,3,8,0,0,0,1,1,3,3.9,H,1,1,dj-haley-1,DJ Haley,2012
2,39,2,2011-11-17,VCU,N,Seton Hall,REG (Non-Conf),L 54-69,*,19,3,3,1.0,0,0,3,3,1.0,1.0,0,0,,2,3,5,2,0,1,4,3,6,4.3,N,0,1,dj-haley-1,DJ Haley,2012
3,40,3,2011-11-18,VCU,N,Georgia Tech,REG (Non-Conf),L 60-73,*,22,0,3,0.0,0,0,0,3,0.0,0.0,0,2,0.0,2,1,3,0,2,1,1,0,0,0.5,N,0,1,dj-haley-1,DJ Haley,2012
4,41,4,2011-11-20,VCU,N,Western Kentucky,REG (Non-Conf),W 69-64,,16,1,4,0.25,0,0,1,4,0.25,0.25,1,3,0.333,4,0,4,1,0,0,0,3,3,2.1,N,1,1,dj-haley-1,DJ Haley,2012
5,42,5,2011-11-23,VCU,@,Western Kentucky,REG (Non-Conf),W 68-45,,15,2,3,0.667,0,0,2,3,0.667,0.667,1,2,0.5,1,2,3,0,0,1,1,2,5,3.5,A,1,1,dj-haley-1,DJ Haley,2012
6,43,6,2011-11-27,VCU,@,Alabama,REG (Non-Conf),L 64-72,,11,3,3,1.0,0,0,3,3,1.0,1.0,0,0,,1,2,3,0,0,1,0,3,6,5.9,A,0,1,dj-haley-1,DJ Haley,2012
7,44,7,2011-11-30,VCU,,South Florida,REG (Non-Conf),W 69-46,*,16,3,5,0.6,0,0,3,5,0.6,0.6,0,0,,3,1,4,0,0,0,0,2,6,5.3,H,1,1,dj-haley-1,DJ Haley,2012
8,45,8,2011-12-04,VCU,N,George Washington,REG (Non-Conf),W 75-60,*,16,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,1,1,2,0,0,1,0,2,2,1.9,N,1,1,dj-haley-1,DJ Haley,2012
9,46,9,2011-12-09,VCU,,Richmond,REG (Non-Conf),W 73-51,*,13,2,3,0.667,0,0,2,3,0.667,0.667,0,0,,1,0,1,0,1,1,1,2,4,3.3,H,1,1,dj-haley-1,DJ Haley,2012
10,47,10,2011-12-17,VCU,,UNC Wilmington,REG (Conf),W 87-64,*,14,2,2,1.0,0,0,2,2,1.0,1.0,0,0,,0,2,2,0,2,0,0,4,4,4.4,H,1,1,dj-haley-1,DJ Haley,2012
11,48,11,2011-12-20,VCU,,UAB,REG (Non-Conf),W 68-49,*,15,1,4,0.25,0,0,1,4,0.25,0.25,0,0,,0,4,4,0,1,0,3,3,2,-2.4,H,1,1,dj-haley-1,DJ Haley,2012
12,49,12,2011-12-22,VCU,@,UNC Greensboro,REG (Non-Conf),W 80-68,*,19,1,3,0.333,0,0,1,3,0.333,0.333,0,0,,1,6,7,0,0,2,1,2,2,2.4,A,1,1,dj-haley-1,DJ Haley,2012
13,50,13,2011-12-29,VCU,@,Akron,REG (Non-Conf),W 76-75 (OT),*,26,2,2,1.0,0,0,2,2,1.0,1.0,3,6,0.5,2,2,4,1,1,0,0,4,7,7.3,A,1,1,dj-haley-1,DJ Haley,2012
14,51,14,2012-01-02,VCU,@,Hofstra,REG (Conf),W 80-63,*,13,1,1,1.0,0,0,1,1,1.0,1.0,0,1,0.0,1,3,4,1,0,0,2,2,2,0.8,A,1,1,dj-haley-1,DJ Haley,2012
