player_id,player_name,ppg,team_abbrev,year
georges-niang-1,Georges Niang,20.5,iowa-state,2016
monte-morris-1,Monte Morris,13.8,iowa-state,2016
abdel-nader-1,Abdel Nader,12.9,iowa-state,2016
nazareth-mitrou-long-1,Nazareth Mitrou-Long,12.0,iowa-state,2016
jameel-mckay-1,Jameel McKay,11.1,iowa-state,2016
matt-thomas-2,Matt Thomas,11.0,iowa-state,2016
deonte-burton-2,Deonte Burton,9.7,iowa-state,2016
hallice-cooke-1,Hallice Cooke,2.6,iowa-state,2016
jordan-ashton-1,Jordan Ashton,1.0,iowa-state,2016
simeon-carter-1,Simeon Carter,0.7,iowa-state,2016
brady-ernst-1,Brady Ernst,0.3,iowa-state,2016
stuart-nezlek-1,Stuart Nezlek,0.3,iowa-state,2016
