rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,32,1,2021-11-09,Ohio State,,Akron,REG (Non-Conf),W 67-66,*,26,7,11,0.636,0,0,7,11,0.636,0.636,0,0,,4,1,5,0,0,1,2,1,14,10.5,H,1,1,zed-key-1,Zed Key,2022
2,33,2,2021-11-12,Ohio State,,Niagara,REG (Non-Conf),W 84-74,*,26,3,4,0.75,0,0,3,4,0.75,0.75,5,7,0.714,2,5,7,1,0,3,0,2,11,13.5,H,1,1,zed-key-1,Zed Key,2022
3,34,3,2021-11-15,Ohio State,,Bowling Green,REG (Non-Conf),W 89-58,*,20,6,9,0.667,0,0,6,9,0.667,0.667,0,0,,3,6,9,0,0,0,1,2,12,10.2,H,1,1,zed-key-1,Zed Key,2022
4,35,4,2021-11-18,Ohio State,@,Xavier,REG (Non-Conf),L 65-71,*,17,3,7,0.429,0,0,3,7,0.429,0.429,0,1,0.0,1,1,2,1,0,0,0,3,6,2.4,A,0,1,zed-key-1,Zed Key,2022
5,36,5,2021-11-22,Ohio State,N,Seton Hall,REG (Non-Conf),W 79-76,,21,3,6,0.5,0,0,3,6,0.5,0.5,0,0,,0,2,2,1,0,0,3,2,6,0.5,N,1,1,zed-key-1,Zed Key,2022
6,37,6,2021-11-24,Ohio State,N,Florida,REG (Non-Conf),L 68-71,,19,3,4,0.75,0,0,3,4,0.75,0.75,1,3,0.333,0,5,5,0,0,1,0,4,7,5.2,N,0,1,zed-key-1,Zed Key,2022
7,38,7,2021-11-30,Ohio State,,Duke,REG (Non-Conf),W 71-66,*,27,8,15,0.533,0,0,8,15,0.533,0.533,4,6,0.667,1,2,3,1,0,0,0,2,20,13.1,H,1,1,zed-key-1,Zed Key,2022
8,39,8,2021-12-05,Ohio State,@,Penn State,REG (Conf),W 76-64,*,20,2,4,0.5,0,0,2,4,0.5,0.5,0,0,,1,2,3,1,0,1,2,3,4,1.5,A,1,1,zed-key-1,Zed Key,2022
9,40,9,2021-12-08,Ohio State,,Towson,REG (Non-Conf),W 85-74,*,27,5,6,0.833,0,0,5,6,0.833,0.833,3,4,0.75,1,8,9,0,0,2,1,2,13,13.1,H,1,1,zed-key-1,Zed Key,2022
10,41,10,2021-12-11,Ohio State,,Wisconsin,REG (Conf),W 73-55,*,23,5,7,0.714,0,0,5,7,0.714,0.714,1,3,0.333,1,8,9,2,0,1,0,1,11,12.1,H,1,1,zed-key-1,Zed Key,2022
