rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year
1,25,6,2021-11-23,St. Mary's (CA),N,Oregon,REG (Non-Conf),W 62-50,,4,0,0,,0,0,0,0,,,0,2,0.0,0,0,0,0,0,1,0,0,0,-0.1,N,1,1,mitchell-saxen-1,Mitchell Saxen,2022
2,26,7,2021-11-24,St. Mary's (CA),N,Wisconsin,REG (Non-Conf),L 55-61,,3,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,0,0,0,1,0,2,0,1,0,1.0,N,0,1,mitchell-saxen-1,Mitchell Saxen,2022
3,27,8,2021-11-29,St. Mary's (CA),,UC Riverside,REG (Non-Conf),W 67-50,,4,0,2,0.0,0,0,0,2,0.0,0.0,1,2,0.5,0,0,0,0,0,0,0,1,1,-1.2,H,1,1,mitchell-saxen-1,Mitchell Saxen,2022
4,28,9,2021-12-02,St. Mary's (CA),@,Utah State,REG (Non-Conf),W 60-58,,5,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,0,0,0,0,0,0,1,1,2,-0.4,A,1,1,mitchell-saxen-1,Mitchell Saxen,2022
5,29,10,2021-12-04,St. Mary's (CA),@,Colorado State,REG (Non-Conf),L 58-74,,2,0,0,,0,0,0,0,,,2,2,1.0,1,0,1,0,0,0,0,0,2,2.7,A,0,1,mitchell-saxen-1,Mitchell Saxen,2022
6,30,11,2021-12-11,St. Mary's (CA),,UC Santa Barbara,REG (Non-Conf),W 80-59,,8,3,5,0.6,0,0,3,5,0.6,0.6,0,2,0.0,3,1,4,0,1,0,0,3,6,5.1,H,1,1,mitchell-saxen-1,Mitchell Saxen,2022
7,31,12,2021-12-14,St. Mary's (CA),,Cal St Stanislaus,REG (Non-Conf),W 76-39,,7,3,4,0.75,0,0,3,4,0.75,0.75,2,3,0.667,3,0,3,0,0,0,0,0,8,8.1,H,1,1,mitchell-saxen-1,Mitchell Saxen,2022
8,32,13,2021-12-17,St. Mary's (CA),N,San Diego State,REG (Non-Conf),L 53-63,,1,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0.3,N,0,1,mitchell-saxen-1,Mitchell Saxen,2022
9,33,14,2021-12-22,St. Mary's (CA),,Missouri State,REG (Non-Conf),W 75-58,,2,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,1,1,0,0,0,0,1,2,1.6,H,1,1,mitchell-saxen-1,Mitchell Saxen,2022
10,34,15,2021-12-28,St. Mary's (CA),,Yale,REG (Non-Conf),W 87-60,,13,4,6,0.667,0,0,4,6,0.667,0.667,1,1,1.0,3,1,4,0,0,1,1,0,9,8.5,H,1,1,mitchell-saxen-1,Mitchell Saxen,2022
11,35,16,2022-01-08,St. Mary's (CA),@,Brigham Young,REG (Conf),L 43-52,,4,1,3,0.333,0,0,1,3,0.333,0.333,0,0,,3,1,4,0,0,0,0,1,2,2.3,A,0,1,mitchell-saxen-1,Mitchell Saxen,2022
12,36,18,2022-01-20,St. Mary's (CA),,Santa Clara,REG (Conf),W 73-65,,5,1,1,1.0,0,0,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,0,2,1.7,H,1,1,mitchell-saxen-1,Mitchell Saxen,2022
13,37,19,2022-01-22,St. Mary's (CA),@,Loyola Marymount,REG (Conf),W 83-51,,10,2,3,0.667,0,0,2,3,0.667,0.667,1,1,1.0,2,4,6,0,0,1,0,0,5,7.0,A,1,1,mitchell-saxen-1,Mitchell Saxen,2022
14,38,20,2022-01-27,St. Mary's (CA),@,San Francisco,REG (Conf),W 72-70,,8,3,4,0.75,0,0,3,4,0.75,0.75,2,2,1.0,0,1,1,0,0,0,1,1,8,5.3,A,1,1,mitchell-saxen-1,Mitchell Saxen,2022
